,car_name,company_name,year,price,kms_driven,fuel_type
421,Toyota Etios GD,Toyota,2015,325000,74000,Diesel
422,Ford Figo EXI,Ford,2013,275000,94000,Diesel
423,Maruti Suzuki Baleno,Maruti,2019,425000,58000,Petrol
424,Maruti Suzuki Swift,Maruti,2017,395000,95000,Diesel
425,Maruti Suzuki Ertiga,Maruti,2012,380000,80000,Diesel
426,Hyundai Elite i20,Hyundai,2020,475000,69300,Petrol
427,Maruti Suzuki Ertiga,Maruti,2012,400000,84000,Diesel
428,Tata Safari Storme,Tata,2016,650000,32000,Diesel
429,Maruti Suzuki Swift,Maruti,2015,420000,22000,Diesel
430,Tata Safari Storme,Tata,2016,650000,32000,Diesel
431,Hyundai i10 Magna,Hyundai,2016,350000,28000,Petrol
432,Tata Safari Storme,Tata,2016,650000,32000,Diesel
433,Maruti Suzuki Wagon,Maruti,2016,210000,50000,CNG
434,Mahindra Scorpio 2.6,Mahindra,2005,200000,0,Diesel
435,Nissan MAGNITE XV,Nissan,2023,650000,33000,Petrol
436,Maruti Suzuki 800,Maruti,2006,95000,65000,Petrol
437,Tata Zest XT,Tata,2016,260000,54000,Petrol
438,Mahindra XUV500,Mahindra,2018,750000,50000,Diesel
439,Tata Indica V2,Tata,2016,85000,80000,Diesel
440,Toyota Innova 2.5,Toyota,2009,1099999,30000,Diesel
441,Mahindra SCORPIO N,Mahindra,2024,1850000,16500,Diesel
442,Renault Kwid RXT,Renault,2016,145000,61000,Petrol
443,Maruti Suzuki Swift,Maruti,2012,120000,95000,Hybrid
444,Maruti Suzuki Ertiga,Maruti,2021,785000,96255,CNG
445,Maruti Suzuki Swift,Maruti,2012,480000,30000,Diesel
446,Renault Kwid 1.0,Renault,2020,325000,12000,Petrol
447,Renault Kwid 1.0,Renault,2020,325000,12000,Petrol
448,Hyundai i20 Asta,Hyundai,2009,160000,0,Petrol
449,Hyundai Santro 1.1,Hyundai,2021,475000,14500,Petrol
450,Tata Indica,Tata,2005,41000,50000,Diesel
451,Hyundai Verna 1.6,Hyundai,2012,350000,85000,Diesel
452,Maruti Suzuki Swift,Maruti,2017,490000,74900,Diesel
453,Hyundai XCENT PRIME,Hyundai,2018,400000,808,CNG
454,Tata Nexon XMA,Tata,2020,600000,50000,Petrol
455,Tata Tiago XZ,Tata,2017,325000,22900,CNG
456,Hyundai Santro Xing,Hyundai,2005,105000,44500,Petrol
457,Maruti Suzuki FRONX,Maruti,2023,1075000,16000,Petrol
458,Hyundai Venue S,Hyundai,2024,999999,68,Petrol
459,Mahindra SCORPIO N,Mahindra,2024,1850000,16500,Diesel
460,Renault Kwid RXT,Renault,2016,145000,61000,Petrol
461,Maruti Suzuki Swift,Maruti,2012,120000,95000,Hybrid
462,Maruti Suzuki Ertiga,Maruti,2021,785000,96255,CNG
463,Maruti Suzuki Swift,Maruti,2012,480000,30000,Diesel
464,Renault Kwid 1.0,Renault,2020,325000,12000,Petrol
465,Renault Kwid 1.0,Renault,2020,325000,12000,Petrol
466,Hyundai i20 Asta,Hyundai,2009,160000,0,Petrol
467,Hyundai Santro 1.1,Hyundai,2021,475000,14500,Petrol
468,Tata Indica,Tata,2005,41000,50000,Diesel
469,Hyundai Verna 1.6,Hyundai,2012,350000,85000,Diesel
470,Maruti Suzuki Swift,Maruti,2017,490000,74900,Diesel
471,Hyundai XCENT PRIME,Hyundai,2018,400000,808,CNG
472,Tata Nexon XMA,Tata,2020,600000,50000,Petrol
473,Tata Tiago XZ,Tata,2017,325000,22900,CNG
474,Hyundai Santro Xing,Hyundai,2005,105000,44500,Petrol
475,Maruti Suzuki FRONX,Maruti,2023,1075000,16000,Petrol
476,Hyundai Venue S,Hyundai,2024,999999,68,Petrol
477,Maruti Suzuki Wagon,Maruti,2013,222000,10000,Petrol
478,Audi Q3 35,Audi,2016,1040000,97000,Diesel
479,Mahindra MM Range,Mahindra,2018,975000,8000,Diesel
480,Maruti Suzuki Swift,Maruti,2013,250000,70000,Diesel
481,Mahindra Scorpio S10,Mahindra,2015,800000,33000,Diesel
482,Mitsubishi Outlander 2.4,Mitsubishi,2012,651000,67000,Petrol
483,Hyundai Verna 1.6,Hyundai,2012,350000,85000,Diesel
484,Honda City V,Honda,2015,450000,10000,Diesel
485,Honda City VX,Honda,2015,670000,84000,Petrol
486,Honda City VX,Honda,2015,670000,84000,Petrol
487,Maruti Suzuki Dzire,Maruti,2024,780000,6200,Petrol
488,Hyundai Grand i10,Hyundai,2023,750000,15800,Petrol
489,Tata Tiago Revotorq,Tata,2016,231000,50000,Diesel
490,Maruti Suzuki New,Maruti,2018,170000,73000,Petrol
491,Tata ALTROZ XZ,Tata,2021,550000,53400,Petrol
492,Maruti Suzuki Wagon,Maruti,2023,485000,41500,CNG
493,Honda Jazz 1.2,Honda,2017,425000,62000,Petrol
494,Hyundai Verna 1.6,Hyundai,2014,465000,40000,Petrol
495,Maruti Suzuki Vitara,Maruti,2016,850000,50000,Diesel
496,Maruti Suzuki Swift,Maruti,2011,390000,80000,Diesel
497,Toyota Glanza G,Toyota,2020,485000,58000,Petrol
498,Tata Tigor Revotron,Tata,2023,550000,37000,CNG
499,Maruti Suzuki Baleno,Maruti,2024,850000,8900,Petrol
500,Tata Manza ELAN,Tata,2012,155000,83000,Petrol
501,Mitsubishi Outlander 2.4,Mitsubishi,2012,651000,67000,Petrol
502,Hyundai Verna 1.6,Hyundai,2012,350000,85000,Diesel
503,Honda City V,Honda,2015,450000,10000,Diesel
504,Honda City VX,Honda,2015,670000,84000,Petrol
505,Honda City VX,Honda,2015,670000,84000,Petrol
506,Maruti Suzuki Dzire,Maruti,2024,780000,6200,Petrol
507,Hyundai Grand i10,Hyundai,2023,750000,15800,Petrol
508,Tata Tiago Revotorq,Tata,2016,231000,50000,Diesel
509,Maruti Suzuki New,Maruti,2018,170000,73000,Petrol
510,Tata ALTROZ XZ,Tata,2021,550000,53400,Petrol
511,Maruti Suzuki Wagon,Maruti,2023,485000,41500,CNG
512,Honda Jazz 1.2,Honda,2017,425000,62000,Petrol
513,Hyundai Verna 1.6,Hyundai,2014,465000,40000,Petrol
514,Maruti Suzuki Vitara,Maruti,2016,850000,50000,Diesel
515,Maruti Suzuki Swift,Maruti,2011,390000,80000,Diesel
516,Toyota Glanza G,Toyota,2020,485000,58000,Petrol
517,Tata Tigor Revotron,Tata,2023,550000,37000,CNG
518,Maruti Suzuki Baleno,Maruti,2024,850000,8900,Petrol
519,Tata Manza ELAN,Tata,2012,155000,83000,Petrol
520,Maruti Suzuki Wagon,Maruti,2011,125000,80000,Petrol
521,Chevrolet Beat LT,Chevrolet,2013,200000,60000,Petrol
522,Maruti Suzuki Swift,Maruti,2019,530000,35000,Diesel
523,Hyundai Venue S,Hyundai,2022,650000,14235,Petrol
524,MG Motors Astor,MG,2024,920000,20000,Petrol
525,MG Motors Astor,MG,2024,925000,20000,Petrol
526,Maruti Suzuki Ertiga,Maruti,2021,1010000,11000,Petrol
527,Fiat Linea Dynamic,Fiat,2014,150000,80000,Petrol
528,Skoda Slavia,Skoda,2024,1875000,10600,Petrol
529,Mahindra XUV500,Mahindra,2017,650000,91677,Diesel
530,Maruti Suzuki Swift,Maruti,2017,550000,64000,Diesel
531,Tata Punch Creative,Tata,2024,710000,38000,CNG
532,Tata Zest XT,Tata,2018,380000,98000,Diesel
533,Volkswagen VIRTUS,Volkswagen,2024,1300000,27000,Petrol
534,Tata Punch Creative,Tata,2024,710000,38000,CNG
535,Tata Zest XE,Tata,2018,382000,98000,Diesel
536,Renault Kiger RXT,Renault,2021,350000,69000,Petrol
537,Maruti Suzuki Baleno,Maruti,2024,680000,8312,Petrol
538,Hyundai Creta 1.6,Hyundai,2018,580000,60000,Petrol
539,Hyundai Creta 1.6,Hyundai,2018,580000,60000,Petrol
540,Maruti Suzuki Ciaz,Maruti,2022,675000,40000,Petrol
541,Honda City 1.5,Honda,2010,240000,1040,Petrol
542,Mahindra Thar LX,Mahindra,2022,1125000,49000,Petrol
543,Hyundai Venue S,Hyundai,2022,650000,14235,Petrol
544,MG Motors Astor,MG,2024,920000,20000,Petrol
545,MG Motors Astor,MG,2024,925000,20000,Petrol
546,Maruti Suzuki Ertiga,Maruti,2021,1010000,11000,Petrol
547,Fiat Linea Dynamic,Fiat,2014,150000,80000,Petrol
548,Skoda Slavia,Skoda,2024,1875000,10600,Petrol
549,Mahindra XUV500,Mahindra,2017,650000,91677,Diesel
550,Maruti Suzuki Swift,Maruti,2017,550000,64000,Diesel
551,Tata Punch Creative,Tata,2024,710000,38000,CNG
552,Tata Zest XT,Tata,2018,380000,98000,Diesel
553,Volkswagen VIRTUS,Volkswagen,2024,1300000,27000,Petrol
554,Tata Punch Creative,Tata,2024,710000,38000,CNG
555,Tata Zest XE,Tata,2018,382000,98000,Diesel
556,Renault Kiger RXT,Renault,2021,350000,69000,Petrol
557,Maruti Suzuki Baleno,Maruti,2024,680000,8312,Petrol
558,Hyundai Creta 1.6,Hyundai,2018,580000,60000,Petrol
559,Hyundai Creta 1.6,Hyundai,2018,580000,60000,Petrol
560,Maruti Suzuki Ciaz,Maruti,2022,675000,40000,Petrol
561,Honda City 1.5,Honda,2010,240000,1040,Petrol
562,Mahindra Thar LX,Mahindra,2022,1125000,49000,Petrol
563,Maruti Suzuki Swift,Maruti,2017,450000,85000,CNG
564,Mahindra Thar LX,Mahindra,2022,1125000,49000,Petrol
565,Honda City 1.5,Honda,2010,245000,56,Petrol
566,Maruti Suzuki Wagon,Maruti,2010,149000,70000,Petrol
567,Maruti Suzuki A,Maruti,2010,120000,76000,Petrol
568,Hyundai Santro Xing,Hyundai,2011,175000,38000,Petrol
569,Maruti Suzuki Swift,Maruti,2016,550000,17000,Diesel
570,Tata Tiago XZ,Tata,2020,390000,49000,Petrol
571,Toyota Innova Crysta,Toyota,2024,2650000,11300,Diesel
572,Maruti Suzuki Eeco,Maruti,2017,289000,80000,Petrol
573,Honda City 1.5,Honda,2023,50000,2564,Petrol
574,Hyundai i20 Magna,Hyundai,2012,300000,45000,Petrol
575,Tata Hexa XTA,Tata,2018,850000,20000,Diesel
576,Hyundai i10 Sportz,Hyundai,2017,260000,17600,Petrol
577,Datsun RediGo A,Datsun,2020,200000,59000,Hybrid
578,Kia Carens Premium,Kia,2024,1300000,9200,Petrol
579,Volkswagen Polo GT,Volkswagen,2014,430000,12400,Diesel
580,Hyundai i10 Magna,Hyundai,2012,150000,52500,Petrol
581,Tata TIAGO JTP,Tata,2019,395000,17000,Petrol
582,Maruti Suzuki Eeco,Maruti,2014,300000,33000,Petrol
583,Maruti Suzuki Celerio,Maruti,2019,260000,70000,Petrol
584,Chevrolet Beat LT,Chevrolet,2012,98000,84000,Diesel
585,Maruti Suzuki Wagon,Maruti,2024,135000,90000,CNG
586,Mahindra Thar LX,Mahindra,2022,1125000,49000,Petrol
587,Honda City 1.5,Honda,2010,245000,56,Petrol
588,Maruti Suzuki Wagon,Maruti,2010,149000,70000,Petrol
589,Maruti Suzuki A,Maruti,2010,120000,76000,Petrol
590,Hyundai Santro Xing,Hyundai,2011,175000,38000,Petrol
591,Maruti Suzuki Swift,Maruti,2016,550000,17000,Diesel
592,Tata Tiago XZ,Tata,2020,390000,49000,Petrol
593,Toyota Innova Crysta,Toyota,2024,2650000,11300,Diesel
594,Maruti Suzuki Eeco,Maruti,2017,289000,80000,Petrol
595,Honda City 1.5,Honda,2023,50000,2564,Petrol
596,Hyundai i20 Magna,Hyundai,2012,300000,45000,Petrol
597,Tata Hexa XTA,Tata,2018,850000,20000,Diesel
598,Hyundai i10 Sportz,Hyundai,2017,260000,17600,Petrol
599,Datsun RediGo A,Datsun,2020,200000,59000,Hybrid
600,Kia Carens Premium,Kia,2024,1300000,9200,Petrol
601,Volkswagen Polo GT,Volkswagen,2014,430000,12400,Diesel
602,Hyundai i10 Magna,Hyundai,2012,150000,52500,Petrol
603,Tata TIAGO JTP,Tata,2019,395000,17000,Petrol
604,Maruti Suzuki Eeco,Maruti,2014,300000,33000,Petrol
605,Maruti Suzuki Celerio,Maruti,2019,260000,70000,Petrol
606,Chevrolet Beat LT,Chevrolet,2012,98000,84000,Diesel
607,Maruti Suzuki Wagon,Maruti,2024,135000,90000,CNG
608,Toyota Innova 2.0,Toyota,2012,360000,290,Diesel
609,Hyundai AURA S,Hyundai,2023,550000,48000,CNG
610,Maruti Suzuki Swift,Maruti,2024,800000,10000,Petrol
611,Ford Figo Titanium,Ford,2015,500000,22200,Petrol
612,Hyundai i20 Sportz,Hyundai,2012,260000,31000,Petrol
613,Hyundai i20 Sportz,Hyundai,2012,265000,31000,Petrol
614,Hyundai Venue SX,Hyundai,2020,950000,46500,Petrol
615,Toyota Innova 2.0,Toyota,2012,360000,290,Diesel
616,Maruti Suzuki Swift,Maruti,2015,250000,26500,Petrol
617,Maruti Suzuki Swift,Maruti,2024,820000,21000,Petrol
618,Maruti Suzuki Wagon,Maruti,2011,275000,76000,Petrol
619,Jeep Compass Sport,Jeep,2020,850000,37000,Petrol
620,Volkswagen Polo COMFORTLINE,Volkswagen,2011,160000,86000,Petrol
621,Jeep Compass Sport,Jeep,2020,975000,37000,Petrol
622,Maruti Suzuki Alto,Maruti,2008,110000,15000,Petrol
623,Hyundai Verna 1.6,Hyundai,2024,1175000,3750,Petrol
624,Tata Tiago XZA,Tata,2018,339000,12000,Petrol
625,Tata TIAGO NRG,Tata,2023,650000,47000,Petrol
626,Kia Sonet HTK,Kia,2022,850000,52000,Petrol
627,Hyundai Grand i10,Hyundai,2017,325000,11000,Petrol
628,Mahindra SCORPIO N,Mahindra,2024,1925000,52980,Diesel
629,Mercedes Benz GLA,Mercedes,2015,1750000,150,Diesel
630,Maruti Suzuki Ertiga,Maruti,2022,800000,35000,CNG
631,Honda City VX,Honda,2016,730000,38000,Petrol
632,Hyundai i20 Sportz,Hyundai,2012,265000,31000,Petrol
633,Hyundai Venue SX,Hyundai,2020,950000,46500,Petrol
634,Toyota Innova 2.0,Toyota,2012,360000,290,Diesel
635,Maruti Suzuki Swift,Maruti,2015,250000,26500,Petrol
636,Maruti Suzuki Swift,Maruti,2024,820000,21000,Petrol
637,Maruti Suzuki Wagon,Maruti,2011,275000,76000,Petrol
638,Jeep Compass Sport,Jeep,2020,850000,37000,Petrol
639,Volkswagen Polo COMFORTLINE,Volkswagen,2011,160000,86000,Petrol
640,Jeep Compass Sport,Jeep,2020,975000,37000,Petrol
641,Maruti Suzuki Alto,Maruti,2008,110000,15000,Petrol
642,Hyundai Verna 1.6,Hyundai,2024,1175000,3750,Petrol
643,Tata Tiago XZA,Tata,2018,339000,12000,Petrol
644,Tata TIAGO NRG,Tata,2023,650000,47000,Petrol
645,Kia Sonet HTK,Kia,2022,850000,52000,Petrol
646,Hyundai Grand i10,Hyundai,2017,325000,11000,Petrol
647,Mahindra SCORPIO N,Mahindra,2024,1925000,52980,Diesel
648,Mercedes Benz GLA,Mercedes,2015,1750000,150,Diesel
649,Maruti Suzuki Ertiga,Maruti,2022,800000,35000,CNG
650,Honda City VX,Honda,2016,730000,38000,Petrol
651,Maruti Suzuki FRONX,Maruti,2023,649000,68000,Petrol
652,Honda City VX,Honda,2016,730000,38000,Petrol
653,Hyundai Eon Era,Hyundai,2018,148000,89900,Petrol
654,Mahindra Scorpio M2DI,Mahindra,2019,1230000,0,Diesel
655,Kia Seltos GTX,Kia,2023,1895000,37500,Diesel
656,Mahindra Scorpio Classic,Mahindra,2017,710000,25000,Diesel
657,Hyundai Creta N,Hyundai,2024,2390000,1500,Petrol
658,Tata Nexon XZA,Tata,2023,1200000,14000,Petrol
659,Hyundai Verna 1.6,Hyundai,2009,199000,15000,Diesel
660,Maruti Suzuki Ertiga,Maruti,2024,1100000,35000,Petrol
661,Mahindra Bolero SLX,Mahindra,2011,185000,32422,Diesel
662,Maruti Suzuki Baleno,Maruti,2016,525000,25600,Petrol
663,Maruti Suzuki Baleno,Maruti,2016,525000,25600,Petrol
664,Maruti Suzuki Eeco,Maruti,2012,220000,50000,CNG
665,Maruti Suzuki Eeco,Maruti,2012,220000,50000,CNG
666,Hyundai Elite i20,Hyundai,2019,650000,66745,Petrol
667,Mahindra Bolero Power,Mahindra,2018,500000,38000,Diesel
668,Mahindra XUV700,Mahindra,2022,2200000,28070,Petrol
669,Datsun Redi GO,Datsun,2019,350000,19500,Petrol
670,Maruti Suzuki Ciaz,Maruti,2017,485000,71000,Petrol
671,Maruti Suzuki Swift,Maruti,2021,400000,80000,Petrol
672,Maruti Suzuki Alto,Maruti,2011,140000,64000,Petrol
673,Hyundai Grand i10,Hyundai,2019,425000,30000,Petrol
674,Honda Amaze 1.5,Honda,2017,150000,99999,Diesel
675,Kia Seltos GTX,Kia,2023,1895000,37500,Diesel
676,Mahindra Scorpio Classic,Mahindra,2017,710000,25000,Diesel
677,Hyundai Creta N,Hyundai,2024,2390000,1500,Petrol
678,Tata Nexon XZA,Tata,2023,1200000,14000,Petrol
679,Hyundai Verna 1.6,Hyundai,2009,199000,15000,Diesel
680,Maruti Suzuki Ertiga,Maruti,2024,1100000,35000,Petrol
681,Mahindra Bolero SLX,Mahindra,2011,185000,32422,Diesel
682,Maruti Suzuki Baleno,Maruti,2016,525000,25600,Petrol
683,Maruti Suzuki Baleno,Maruti,2016,525000,25600,Petrol
684,Maruti Suzuki Eeco,Maruti,2012,220000,50000,CNG
685,Maruti Suzuki Eeco,Maruti,2012,220000,50000,CNG
686,Hyundai Elite i20,Hyundai,2019,650000,66745,Petrol
687,Mahindra Bolero Power,Mahindra,2018,500000,38000,Diesel
688,Mahindra XUV700,Mahindra,2022,2200000,28070,Petrol
689,Datsun Redi GO,Datsun,2019,350000,19500,Petrol
690,Maruti Suzuki Ciaz,Maruti,2017,485000,71000,Petrol
691,Maruti Suzuki Swift,Maruti,2021,400000,80000,Petrol
692,Maruti Suzuki Alto,Maruti,2011,140000,64000,Petrol
693,Hyundai Grand i10,Hyundai,2019,425000,30000,Petrol
694,Honda Amaze 1.5,Honda,2017,150000,99999,Diesel
695,Renault Duster 85PS,Renault,2014,375000,75000,Diesel
696,Tata Harrier XT,Tata,2020,1200000,21860,Diesel
697,Maruti Suzuki Ertiga,Maruti,2016,499000,91000,CNG
698,Hyundai Xcent Base,Hyundai,2017,265000,35580,Diesel
699,Maruti Suzuki Wagon,Maruti,2016,175000,65000,CNG
700,Hyundai Xcent E,Hyundai,2017,340000,87000,Petrol
701,Maruti Suzuki Dzire,Maruti,2016,455000,60000,Diesel
702,Renault Kwid RXE,Renault,2019,245000,65000,CNG
703,Honda Jazz 1.2,Honda,2012,120000,80000,CNG
704,Mahindra XUV300,Mahindra,2024,950000,46000,Diesel
705,Hyundai i20 Sportz,Hyundai,2015,400000,45000,Diesel
706,Maruti Suzuki Alto,Maruti,2022,320000,17000,Petrol
707,Ford Figo Aspire,Ford,2016,210000,35000,Diesel
708,Chevrolet Beat LT,Chevrolet,2010,120000,50000,Petrol
709,Maruti Suzuki Wagon,Maruti,2012,125000,0,CNG
710,Honda City ZX,Honda,2007,135000,25000,Petrol
711,Hyundai Santro Xing,Hyundai,2008,131000,10500,Petrol
712,Toyota Glanza V,Toyota,2023,915000,13950,Petrol
713,Hyundai Alcazar Signature,Hyundai,2021,1785000,23000,Petrol
714,Land Rover Range,Land,2020,7800000,55000,Petrol
715,Tata Tiago XM,Tata,2020,395000,54000,Petrol
716,Honda City VX,Honda,2015,355000,96000,Petrol
717,Honda ELEVATE,Honda,2023,1500000,24990,Petrol
718,Maruti Suzuki Ertiga,Maruti,2016,499000,91000,CNG
719,Hyundai Xcent Base,Hyundai,2017,265000,35580,Diesel
720,Maruti Suzuki Wagon,Maruti,2016,175000,65000,CNG
721,Hyundai Xcent E,Hyundai,2017,340000,87000,Petrol
722,Maruti Suzuki Dzire,Maruti,2016,455000,60000,Diesel
723,Renault Kwid RXE,Renault,2019,245000,65000,CNG
724,Honda Jazz 1.2,Honda,2012,120000,80000,CNG
725,Mahindra XUV300,Mahindra,2024,950000,46000,Diesel
726,Hyundai i20 Sportz,Hyundai,2015,400000,45000,Diesel
727,Maruti Suzuki Alto,Maruti,2022,320000,17000,Petrol
728,Ford Figo Aspire,Ford,2016,210000,35000,Diesel
729,Chevrolet Beat LT,Chevrolet,2010,120000,50000,Petrol
730,Maruti Suzuki Wagon,Maruti,2012,125000,0,CNG
731,Honda City ZX,Honda,2007,135000,25000,Petrol
732,Hyundai Santro Xing,Hyundai,2008,131000,10500,Petrol
733,Toyota Glanza V,Toyota,2023,915000,13950,Petrol
734,Hyundai Alcazar Signature,Hyundai,2021,1785000,23000,Petrol
735,Land Rover Range,Land,2020,7800000,55000,Petrol
736,Tata Tiago XM,Tata,2020,395000,54000,Petrol
737,Honda City VX,Honda,2015,355000,96000,Petrol
738,Honda ELEVATE,Honda,2023,1500000,24990,Petrol
739,Hyundai Xcent E,Hyundai,2018,425000,90000,Diesel
740,Maruti Suzuki S,Maruti,2022,365000,65000,CNG
741,MG Motors Hector,MG,2019,800000,50000,Petrol
742,Hyundai Creta 1.6,Hyundai,2023,1895000,7500,Petrol
743,Mahindra Marazzo M2,Mahindra,2020,910000,90000,Diesel
744,Mahindra XUV300,Mahindra,2024,840000,7200,Petrol
745,Kia Seltos HTK,Kia,2020,900000,65000,Petrol
746,Maruti Suzuki Ertiga,Maruti,2016,550000,92000,Hybrid
747,Mahindra Thar LX,Mahindra,2022,1625000,6000,Petrol
748,Maruti Suzuki Swift,Maruti,2017,380000,28000,Petrol
749,Chevrolet Beat LT,Chevrolet,2012,130000,70000,Diesel
750,Maruti Suzuki Alto,Maruti,2012,90000,40000,Petrol
751,Hyundai Santro Xing,Hyundai,2012,99000,75000,CNG
752,Maruti Suzuki Eeco,Maruti,2019,430000,18000,Petrol
753,Maruti Suzuki Swift,Maruti,2015,270000,75000,Diesel
754,Mahindra Maxx,Mahindra,2013,85000,80000,Diesel
755,Maruti Suzuki Swift,Maruti,2021,530000,85000,CNG
756,Tata Nexon XM,Tata,2023,750000,34500,Petrol
757,Hyundai Venue S,Hyundai,2020,630000,21000,Petrol
758,Mercedes Benz E,Mercedes,2011,675000,40000,Petrol
759,Maruti Suzuki Alto,Maruti,2010,140000,35000,CNG
760,Maruti Suzuki Swift,Maruti,2021,530000,85000,CNG
761,Hyundai Elite i20,Hyundai,2016,700000,59000,Petrol
762,Maruti Suzuki Wagon,Maruti,2009,110000,10000,Petrol
763,Maruti Suzuki S,Maruti,2022,365000,65000,CNG
764,MG Motors Hector,MG,2019,800000,50000,Petrol
765,Hyundai Creta 1.6,Hyundai,2023,1895000,7500,Petrol
766,Mahindra Marazzo M2,Mahindra,2020,910000,90000,Diesel
767,Mahindra XUV300,Mahindra,2024,840000,7200,Petrol
768,Kia Seltos HTK,Kia,2020,900000,65000,Petrol
769,Maruti Suzuki Ertiga,Maruti,2016,550000,92000,Hybrid
770,Mahindra Thar LX,Mahindra,2022,1625000,6000,Petrol
771,Maruti Suzuki Swift,Maruti,2017,380000,28000,Petrol
772,Chevrolet Beat LT,Chevrolet,2012,130000,70000,Diesel
773,Maruti Suzuki Alto,Maruti,2012,90000,40000,Petrol
774,Hyundai Santro Xing,Hyundai,2012,99000,75000,CNG
775,Maruti Suzuki Eeco,Maruti,2019,430000,18000,Petrol
776,Maruti Suzuki Swift,Maruti,2015,270000,75000,Diesel
777,Mahindra Maxx,Mahindra,2013,85000,80000,Diesel
778,Maruti Suzuki Swift,Maruti,2021,530000,85000,CNG
779,Tata Nexon XM,Tata,2023,750000,34500,Petrol
780,Hyundai Venue S,Hyundai,2020,630000,21000,Petrol
781,Mercedes Benz E,Mercedes,2011,675000,40000,Petrol
782,Maruti Suzuki Alto,Maruti,2010,140000,35000,CNG
783,Maruti Suzuki Swift,Maruti,2021,530000,85000,CNG
784,Hyundai Elite i20,Hyundai,2016,700000,59000,Petrol
785,Renault Kiger RXT,Renault,2021,499000,22686,Petrol
786,Maruti Suzuki Ertiga,Maruti,2022,1200000,32000,Petrol
787,Tata Hexa XM,Tata,2017,650000,68000,Diesel
788,Hyundai Eon Sportz,Hyundai,2018,230000,48000,Petrol
789,Hyundai Xcent 1.2,Hyundai,2014,350000,52000,Petrol
790,Hyundai Alcazar Signature,Hyundai,2022,1340000,62879,Diesel
791,Hyundai Getz GLE,Hyundai,2007,100000,86000,Petrol
792,Honda City 1.5,Honda,2013,290000,85000,CNG
793,Maruti Suzuki Wagon,Maruti,2024,600000,22000,CNG
794,Honda WR V,Honda,2019,630000,22000,Petrol
795,Maruti Suzuki Baleno,Maruti,2018,695000,15000,Petrol
796,Maruti Suzuki Wagon,Maruti,2009,125000,70000,Petrol
797,Tata Nano LX,Tata,2010,120,28000,Petrol
798,Maruti Suzuki Alto,Maruti,2011,190000,91865,Petrol
799,Mahindra Xylo H4,Mahindra,2019,650000,50000,Diesel
800,Maruti Suzuki Swift,Maruti,2024,800000,25000,Petrol
801,Hyundai i20 Magna,Hyundai,2011,200000,85000,CNG
802,Skoda Fabia 1.2,Skoda,2011,185000,75000,Petrol
803,Tata Zest XT,Tata,2018,380000,95000,Diesel
804,Honda WR V,Honda,2017,470000,32500,Petrol
805,Tata Zest XT,Tata,2018,380000,95000,Diesel
806,Honda WR V,Honda,2017,470000,32500,Petrol
807,Maruti Suzuki Wagon,Maruti,2009,110000,10000,Petrol
808,Renault Kiger RXT,Renault,2021,499000,22686,Petrol
809,Maruti Suzuki Ertiga,Maruti,2022,1200000,32000,Petrol
810,Tata Hexa XM,Tata,2017,650000,68000,Diesel
811,Hyundai Eon Sportz,Hyundai,2018,230000,48000,Petrol
812,Hyundai Xcent 1.2,Hyundai,2014,350000,52000,Petrol
813,Hyundai Alcazar Signature,Hyundai,2022,1340000,62879,Diesel
814,Hyundai Getz GLE,Hyundai,2007,100000,86000,Petrol
815,Honda City 1.5,Honda,2013,290000,85000,CNG
816,Maruti Suzuki Wagon,Maruti,2024,600000,22000,CNG
817,Honda WR V,Honda,2019,630000,22000,Petrol
818,Maruti Suzuki Baleno,Maruti,2018,695000,15000,Petrol
819,Maruti Suzuki Wagon,Maruti,2009,125000,70000,Petrol
820,Tata Nano LX,Tata,2010,120,28000,Petrol
821,Maruti Suzuki Alto,Maruti,2011,190000,91865,Petrol
822,Mahindra Xylo H4,Mahindra,2019,650000,50000,Diesel
823,Maruti Suzuki Swift,Maruti,2024,800000,25000,Petrol
824,Hyundai i20 Magna,Hyundai,2011,200000,85000,CNG
825,Skoda Fabia 1.2,Skoda,2011,185000,75000,Petrol
826,Tata Zest XT,Tata,2018,380000,95000,Diesel
827,Honda WR V,Honda,2017,470000,32500,Petrol
828,Tata Zest XT,Tata,2018,380000,95000,Diesel
829,Honda WR V,Honda,2017,470000,32500,Petrol
830,Maruti Suzuki Swift,Maruti,2012,375000,62000,Diesel
831,Honda Mobilio RS,Honda,2015,325000,70000,Diesel
832,Mahindra XUV500,Mahindra,2013,460000,30000,Diesel
833,Kia Sonet HTK,Kia,2023,750000,12000,Petrol
834,Mahindra XUV500,Mahindra,2018,1150000,30073,Diesel
835,Maruti Suzuki Swift,Maruti,2024,1100,45000,Petrol
836,Skoda Kushaq,Skoda,2024,1675000,9300,Petrol
837,Tata Punch Creative,Tata,2022,721000,22000,Petrol
838,Kia Seltos HTE,Kia,2022,1080000,65000,Diesel
839,Chevrolet Beat LT,Chevrolet,2012,100000,69000,Diesel
840,Audi A3 35,Audi,2015,1200000,0,Diesel
841,Hyundai XCENT PRIME,Hyundai,2021,490000,40000,CNG
842,Maruti Suzuki Alto,Maruti,2010,80000,0,Petrol
843,Hyundai Xcent SX,Hyundai,2016,296000,95000,Petrol
844,Renault Duster 85,Renault,2017,600000,90333,Diesel
845,Maruti Suzuki Alto,Maruti,2010,80000,0,Petrol
